HF_FNCLTY_MTRAL_RCOGN_NO,PRMS_DT,BSSH_NM,INDUTY_NM,ADDR,APLC_RAWMTRL_NM,FNCLTY_CN,DAY_INTK_CN,IFTKN_ATNT_MATR_CN,_FETCH_IDX
2021-18,20211228,대한켐텍 주식회사,수입식품등 수입ㆍ판매업,"서울특별시 노원구 공릉로 232(1층 공릉동, 서울테크노파크)",로즈마리추출물등복합물(SunMax),자외선에 의한 피부손상으로부터 피부건강 유지에 도움,로즈마리추출물등복합물(SunMax)로서 225 mg/일,임산부 및 수유부는 섭취 시 주의한다.,1
2021-19,20211230,(주)성균바이오텍,건강기능식품전문제조업,"경기도 수원시 권선구 산업로156번길 142-10 (고색동) 수원벤처밸리2 A동 707, 708, 709호",청호추출분말(리베라템),간 건강에 도움을 줄 수 있음,개똥쑥열수추출분말로서 686 mg/일,해당사항 없음.,1
2022-44,20221219,한국식품산업클러스터진흥원 파일럿플랜트,식품제조가공업,"전북특별자치도 익산시 왕궁면 국가식품로 100(왕궁면, 한국식품산업클러스터진흥원) 한국식품산업클러스터진흥원",복분자동결건조분말,항산화에 도움을 줄 수 있음.,복분자동결건조분말로서 30g/일,해당사항 없음,1
2022-38,20221221,대한켐텍 주식회사,수입식품등 수입ㆍ판매업,"서울특별시 노원구 공릉로 232(1층 공릉동, 서울테크노파크)",가다랑어 엘라스틴 펩타이드,피부 보습에 도움을 줄 수 있음,가다랑어 엘라스틴 펩타이드로서 100 mg/일,임산부 및 수유부인 자는 섭취를 주의 바랍니다. 특정한 식품에 알레르기가 있는 분은 섭취에 주의 바랍니다.,1
2023-38,20231229,라이온코리아주식회사,수입식품등 수입ㆍ판매업,"인천광역시 중구 서해대로140번길 23(신흥동3가, 2층)",락토페린(우유유래정제단백질),면역력 증진에 도움을 줄 수 있음,락토페린으로서 300 mg/일,"○ 섭취 시 주의사항 : - 임산부, 수유기 여성 및 어린이는 섭취에 주의 - 우유 알레르기 반응을 나타내는 사람은 섭취에 주의 ○ 근거내용 : - 임산부, 수유기 여성 및 어린이에 대해서는 임상적으로 안전성이 확인되지 않았음 - 신청원료의 알레르기 유발성에 관한 어떠한 정보도 없으나 우유에서 기원하였으므로 우유 알레르기 반응에 대해 주의사항으로 설정하였음",1
2008-5,20080205,씨제이제일제당(주),건강기능식품수입업,서울특별시 중구 동호로 330(쌍림동),헤마토코쿠스 추출물,“헤마토코쿠스 추출물의 섭취는 눈의 피로도 개선에 도움을 줄 수 있습니다.”(기타Ⅱ등급),(Astaxanthin 으로서 6 mg/day),"1) 제안된 섭취량 이상 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다.                                                                                                                                                                              
2) 임산부와 수유기 여성은 섭취를 피하는 것이 좋습니다.
3) β-carotene의 흡수를 저해할 수 있습니다.",1
2010-55,20101124,(주)세광에스티코퍼레이션,건강기능식품수입업,"서울특별시 금천구 가산디지털1로 1(가산동, 더루벤스밸리 1502호)",홍경천 추출물,스트레스로 인한 피로 개선에 도움을 줄 수 있음(기타기능Ⅱ),홍경천추출물로서 200～600 mg,-,1
2010-38,20100906,(주)우포의아침,건강기능식품전문제조업,경상남도 창녕군 대지면 대지농공단지길 40,창녕양파추출액,혈중 콜레스테롤 개선에 도움을 줄 수 있음 (기타기능 II),창녕양파추출액으로서 150ml,-,1
2020-10,20200707,네이처런스(주),수입식품등 수입ㆍ판매업,충청남도 공주시 탄천산업단지길 69,베타글루칸 분말,면역기능 증진에 도움,베타글루칸 분말로서 412 mg/일,"임산부, 수유부 및 어린아이는 섭취시 주의하십시오",1
2021-20,20211230,(주)지앤피바이오사이언스,건강기능식품벤처제조업,서울특별시 강서구 양천로 401 (가양동) B동 809호,청호추출분말(리베라템),간 건강에 도움을 줄 수 있음.,개똥쑥열수추출분말로서 686 mg/일,해당사항 없음.,1
2021-21,20211230,(주)디에스엠뉴트리션코리아,수입식품등 수입ㆍ판매업,서울특별시 영등포구 여의대로 24 (여의도동) 전경련회관 9층,루테인지아잔틴추출복합물,노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움,,,1
2023-2,20230215,대한켐텍 주식회사,수입식품등 수입ㆍ판매업,"서울특별시 노원구 공릉로 232(1층 공릉동, 서울테크노파크)",Bifidobacterium breve B-3 프로바이오틱스,체지방 감소에 도움을 줄 수 있음,Bifidobacterium breve B-3로서 5×109 CFU/일 이상,"영·유아, 어린이, 임산부 및 수유부는 섭취 시 주의바랍니다.",1
2023-8,20230327,주식회사 지큐바이오,수입식품등 수입ㆍ판매업,"경기도 성남시 분당구 장미로 42 야탑 리더스 , 718호(일부)",옥수수수염추출물등 복합물 (CL-5MoA),체지방감소에 도움을 줄 수 있음,1g/일,"의약품(항당뇨제, 수면유도제, 갑상선호르몬제, 중추신경억제제)을 복용하시는 분은 섭취전 전문의와 상담할 것",1
2023-40,20231229,(주)한국인삼공사,건강기능식품전문제조업,충청남도 부여군 규암면 흥수로 846,두충우슬추출복합물(KGC08EA),갱년기 남성의 건강에 도움을 줄 수 있음,500 mg/day,"영/유아/어린이/임상분/수유부 섭취 주의, 특정질환 및 과민반응자 섭취주의 , 이상사례 발생시 섭취 중단 후 전문과와 상담",1
2023-42,20231229,매일헬스뉴트리션(주),수입식품등 수입ㆍ판매업,"서울특별시 종로구 종로1길 50(중학동, 더케이트윈타워) 더케이트윈타워A동 2층",유크림농축분말,(1) 자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을줄 수 있음 (2) 피부 보습에 도움을 줄 수 있음,"밀크세라마이드로서 1,200 mg/일","(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의할 것  (2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 (4) 우유 및 유제품에 대하여 알레르기를 나타내는 사람은 섭취에 주의할 것",1
2021-24,20211230,주식회사 제넨셀,건강기능식품벤처제조업,"경기도 용인시 기흥구 흥덕중앙로 120 (영덕동, U-TOWER) 2105-1호",병풀추출분말,"노화로 인해 감소될 수 있는 황반색소 밀도를 유지하여 눈 건강에 도움을 줄 수 있음 , 간 건강에 도움을 줄 수 있음",300mg/day,첨부자료,1
2010-46,20101026,진용내츄럴,건강기능식품수입업,경기도 수원시 팔달구,밀크씨슬 추출물(Milk Thistle Extract),간 건강에 도움을 줄 수 있음(기타기능II),실리마린(Silymarin) 으로서 130 mg/일,-,1
2011-1,20110107,(주)삼오제약,건강기능식품수입업,서울특별시 강남구,빌베리주정추출물,눈의 피로 개선에 도움을 줄 수 있음 (기타기능II),빌베리 주정 추출물 240 mg/day,-,1
2014-33,20140722,(주)애니닥터헬스케어,건강기능식품수입업,충청남도 아산시 호서로79번길 20 (호서대학교 벤처산업협력관 501호),히알루론산나트륨,"피부 보습에 도움을 줄 수 있음
(생리활성기능 2등급)",히알루론산나트륨으로서 120 mg/일,"1) 임산부, 수유부는 섭취에 주의
2) 알레르기 체질 및 특이체질, 질병치료 중인  사람은 섭취에 주의",1
2021-23,20211230,(주)종근당바이오,건강기능식품전문제조업,경기도 안산시 단원구 신원로 292 (목내동) 종근당바이오,Lactobacillus plantarum Q180,식후 혈중 중성지방 개선에 도움을 줄 수 있음,,,1
2022-2,20220203,코스맥스엔비티(주),건강기능식품전문제조업,서울특별시 강남구 테헤란로 145 (역삼동) 우신빌딩 10층 코스맥스엔비티(주),타히보 추출물 (TabetriⓇ),관절 및 연골 건강 개선에 도움을 줄 수 있음.,타히보 추출물 (TabetriⓇ)로써 600 mg/일,∘ 임신부 및 수유부는 섭취 시 주의,1
2022-7,20220207,(주)동일팜텍,수입식품등 수입ㆍ판매업,"서울특별시 강남구 남부순환로 2722 2734(도곡동,중앙빌딩 3층)",사삼추출물,체지방 감소에 도움,사삼추출물로서 750mg/일,"""영유아, 어린이, 임산부 및 수유부는 섭취 시 주의한다."" 등",1
2022-1,20220207,(주)씨에이치랩스,수입식품등 수입ㆍ판매업,"서울특별시 영등포구 버드나루로 47(영등포동2가, 고촌빌딩) 5층",들쭉열매추출분말,자외선에 의한 피부손상으로부터 피부건강 유지에 도움을 줄 수 있음,,,1
2023-3,20230215,(주) 운트바이오,수입식품등 수입ㆍ판매업,경기도 의정부시 시민로434번길 11 (용현동) 2층 (주)운트바이오,단삼주정추출분말,갱년기 여성건강에 도움을 줄 수 있음,"일일섭취량: 1일 2회, 1회 1 캡슐, 단삼주정추출분말로서 600mg",○ 과량으로 복용하지 않도록 주의○ 이상 사례 발생 시 섭취를 중단하고 전문가와 상담할 것,1
2023-7,20230327,주식회사 뉴트라코어,수입식품등 수입ㆍ판매업,"경기도 수원시 영통구 법조로 25 (하동) A동 3206호, 3207호(하동, 광교SK뷰레이크)",옥수수수염추출물등 복합물 (CL-5MoA),체지방감소에 도움을 줄 수 있음,1g/일,"의약품(항당뇨제, 수면유도제, 갑상선호르몬제, 중추신경억제제)을 복용하시는 분은 섭취전 전문의와 상담할 것",1
2023-44,20231229,(주)비티씨,건강기능식품벤처제조업,"경기도 안산시 상록구 해안로 705 본관동 703호, 704호, 705호(사동, 경기테크노파크)",당귤농축분말(ROCH),"자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음, 피부 보습에 도움을 줄 수 있음",100 mg/일,"① 영유아, 어린이, 임산부 및 수유부는 섭취에 주의할 것,② 특정질환 (알레르기 체질 등)이 있는 분은 섭취에 주의할 것, ③ 이상사례발생 시 섭취를 중단하고 전문가와 상담할 것",1
2015-14,20150409,(주)프롬바이오,,"경기도 수원시 영통구 신동 신원로 88 104동 102호(신동, 디지털 엠파이어 2)",아프리카망고 종자추출물(IGOB131),체지방 감소에 도움을 줄 수 있음(생리활성기능 2등급),와일드 망고 종자추출물(IGOB131)로서 300 mg/일,1) 임산부 및 수유 여성은 섭취에 주의,1
2016-15,20160823,(주)나암에스앤에이치,건강기능식품수입업,서울특별시 마포구 성암로 223-1(1층 상암동),EPA 및 DHA 함유유지,건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음,EPA와 DHA의 합으로서 0.6~1 g/일,-,1
2009-73,20090909,주식회사 노바렉스,수입식품등 수입ㆍ판매업,충청북도 청주시 청원구 오창읍 각리1길 94,보리 베타글루칸 추출물,혈중 콜레스테롤 개선에 도움을 줄 수 있음(생리활성기능 2등급),베타글루칸으로서 3~8g,-,1
2009-52,20090605,주식회사 노바렉스,수입식품등 수입ㆍ판매업,충청북도 청주시 청원구 오창읍 각리1길 94,유단백가수분해물(락티움),유단백가수분해물은 스트레스로 인한 긴장을 완화하는데 도움을 줄 수 있습니다.,유단백가수분해물(락티움)로서 150mg/일,"1) 임산부, 수유여성 및 12세 이하 어린이는 섭취에 주의하여야 합니다.
2) 우유 및 유제품에 대하여 알레르기를 나타내는 사람은 섭취에 주의하여야 합니다.",1
2015-30,20151224,콜마비앤에이치(주)푸디팜사업부문,건강기능식품전문제조업,충청북도 음성군 대풍산단1길 8,EPA 및 DHA 함유유지,건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음(생리활성기능 2등급),EPA와 DHA의 합으로서 0.6~1 g/일,-,1
2022-4,20220203,대상(주),건강기능식품전문제조업,전북특별자치도 군산시 외항로 884 (),황국(Aspergillus 발효물 MK01),혈중 콜레스테롤 개선에 도움을 줄 수 있음,신청원료로서 700 mg/일,(해당 사항 없음),1
2022-8,20220208,(주)휴바이오,수입식품등 수입ㆍ판매업,"서울특별시 서대문구 충정로9길 25-2(6호 충정로2가,2층)",발아발효콩추출물,갱년기 여성 건강에 도움을 줄 수 있음,발아발효콩추출물의 일일섭취량은 1g/일,-,1
2022-10,20220208,재단법인 베리앤바이오식품연구소,식품제조가공업,전북특별자치도 고창군 복분자로 558 560(558),블랙라즈베리 추출물,혈압 조절에 도움을 줄 수 있음,2500mg,임산부 및 수유부는 섭취 전 전문가와 상담하시기 바랍니다.,1
2023-6,20230327,(주)일원바이오,수입식품등 수입ㆍ판매업,전북특별자치도 익산시 평동로5길 17-1(평화동) (주)일원바이오,양춘사추출물,체지방 감소에 도움을 줄 수 있음,,,1
2023-9,20230328,(주)케이지엠팜,수입식품등 수입ㆍ판매업,"서울특별시 영등포구 당산로36길 13-6(당산동4가, 광일빌딩) 광일빌딩",다이크로스타키스 글로메라타 추출물(Dyglomera),체지방 감소에 도움을 줄 수 있음,Dichrostachys glomerata추출물(Dyglomera)로서 400mg/일,"영유아, 어린이, 임산부 및 수유부는 섭취에 주의 바람. 특이 체질이거나 알레르기 체질인 경우 섭취에 주의 바람.",1
2010-24,20100525,(주)안지오랩,건강기능식품벤처제조업,대전 유성구 전민동    삼성푸른아파트 111-801,레몬 밤 추출물 혼합분말,체지방 감소에 도움을 줄 수 있음(생리활성기능 2등급),레몬밤 추출물 혼합분말로서 1380 mg/일,"1) 알레르기 반응이 나타날 경우에는 섭취를 중단하시기 바랍니다.
2) 섭취 후 진정작용이 나타날 수 있습니다.
3) 어린이 및 임산부와 수유부 여성은 섭취에 주의하시기 바랍니다.",1
2009-58,20090605,(주)헬릭스미스,건강기능식품벤처제조업,서울특별시 강서구 마곡중앙8로7길 21 (마곡동),액상 다래추출물,면역 과민반응 개선에 도움을 줄 수 있음(기타기능II),액상 다래추출물로서 2~2.5g/일,1) 임산부와 수유부는 섭취에 주의,1
